	Root.full_L1	Shoot.full_L1	Flower.pre_L1	Flower.early_L1	Flower.mid_L1
gi|351616266|gb|JP470567.1|	146.797517007414	127.667062749633	163.690294103825	171.158774435223	153.29083347571
gi|351621567|gb|JP475868.1|	0	7.71143332044762	0	0	8.57571096367607
gi|351613147|gb|JP467448.1|	3052.69482217779	33.416211055273	110.451217866173	15.3604028339303	93.2608567299773
gi|351616369|gb|JP470670.1|	2430.82817532749	1169.56738693456	1052.06771550225	994.037497681488	2162.15112671683
gi|351599762|gb|JP454248.1|	220.774218491465	116.528325731208	124.754253273303	164.575744649253	187.593677330414
gi|351604123|gb|JP458477.1|	122.52391183296	310.170984666893	294.006838924346	172.255946066218	255.127401169363
gi|351599615|gb|JP454104.1|	15130.5472254098	11167.0122739326	12884.6510625899	12008.5435012405	11568.634089999
gi|351613716|gb|JP468017.1|	5725.10316328914	3339.90745367831	2549.11875478189	2410.48607329606	4118.48519030543
gi|351617963|gb|JP472264.1|	43.9236665061553	1.71365184898836	19.0707138761738	0	2.14392774091902
gi|351627765|gb|JP480648.1|	211.527130805958	0	0	0	0
gi|351602852|gb|JP457213.1|	0	390.712621569346	296.390678158867	159.089886494278	66.4617599684895
gi|351625699|gb|JP480000.1|	3505.80211876761	2830.95285452877	2782.73499976502	3541.67002485192	7167.15043789228
gi|351624471|gb|JP478772.1|	0	405.278662285747	448.956389168257	2147.16488185725	4724.14477711506
gi|351597282|gb|JP451831.1|	4131.13642349997	861.966880041145	1127.55595792877	2652.96100374596	3623.23788215314
gi|351604034|gb|JP458388.1|	1177.84779394138	794.277632006105	909.03736143095	847.016499128155	1020.50960467745
gi|351624228|gb|JP478529.1|	351.389332049242	594.637191598961	645.225819477213	782.283372899449	451.296789463453
gi|351613972|gb|JP468273.1|	120.212139911583	0	0	0	0
gi|351596681|gb|JP451236.1|	232.333078098348	9.42508516943598	21.4545531106955	37.3038354538307	33.2308799842448
